entity,name,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
participant,eid,string,global,,,,Participant Information,,,,,,,Participant ID,
participant,p20077,integer,,,,,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20077,,,,Number of diet questionnaires completed,
participant,p20078_i0,date,,,,,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20078,,,,When diet questionnaire completion requested | Instance 0,
participant,p20230_i0_a35,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 35,milliseconds
participant,p20230_i0_a36,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 36,milliseconds
participant,p20230_i0_a37,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 37,milliseconds
participant,p20230_i0_a38,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 38,milliseconds
participant,p20230_i0_a39,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 39,milliseconds
participant,p20230_i0_a40,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 40,milliseconds
participant,p20230_i0_a41,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 41,milliseconds
participant,p20230_i0_a42,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 42,milliseconds
participant,p20230_i0_a43,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 43,milliseconds
participant,p20230_i0_a44,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 44,milliseconds
participant,p20230_i0_a45,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 45,milliseconds
participant,p20230_i0_a46,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 46,milliseconds
participant,p20230_i0_a47,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 47,milliseconds
participant,p20230_i0_a48,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 48,milliseconds
participant,p20230_i0_a49,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 49,milliseconds
participant,p20230_i0_a50,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 50,milliseconds
participant,p20230_i0_a51,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 51,milliseconds
participant,p20230_i0_a52,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 52,milliseconds
participant,p20230_i0_a53,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 53,milliseconds
participant,p20230_i0_a54,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 54,milliseconds
participant,p20230_i0_a55,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 55,milliseconds
participant,p20230_i0_a56,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 56,milliseconds
participant,p20230_i0_a57,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 57,milliseconds
participant,p20230_i0_a58,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 58,milliseconds
participant,p20230_i0_a59,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 59,milliseconds
participant,p20230_i0_a60,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 60,milliseconds
participant,p20230_i0_a61,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 61,milliseconds
participant,p20230_i0_a62,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 62,milliseconds
participant,p20230_i0_a63,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 63,milliseconds
participant,p20230_i0_a64,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 64,milliseconds
participant,p20230_i0_a65,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 65,milliseconds
participant,p20230_i0_a66,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 66,milliseconds
participant,p20230_i0_a67,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 67,milliseconds
participant,p20230_i0_a68,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 68,milliseconds
participant,p20230_i0_a69,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 69,milliseconds
participant,p20230_i0_a70,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 70,milliseconds
participant,p20230_i0_a71,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 71,milliseconds
participant,p20230_i0_a72,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 72,milliseconds
participant,p20230_i0_a73,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 73,milliseconds
participant,p20230_i0_a74,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 74,milliseconds
participant,p20230_i0_a75,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 75,milliseconds
participant,p20230_i0_a76,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 76,milliseconds
participant,p20230_i0_a77,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 77,milliseconds
participant,p20230_i0_a78,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 78,milliseconds
participant,p20230_i0_a79,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 79,milliseconds
participant,p20230_i0_a80,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 80,milliseconds
participant,p20230_i0_a81,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 81,milliseconds
participant,p20230_i0_a82,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 82,milliseconds
participant,p20230_i0_a83,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 83,milliseconds
participant,p20230_i0_a84,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 84,milliseconds
participant,p20230_i0_a85,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 85,milliseconds
participant,p20230_i0_a86,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 86,milliseconds
participant,p20230_i0_a87,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 87,milliseconds
participant,p20230_i0_a88,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 88,milliseconds
participant,p20230_i0_a89,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 89,milliseconds
participant,p20230_i0_a90,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 90,milliseconds
participant,p20230_i0_a91,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 91,milliseconds
participant,p20230_i0_a92,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 92,milliseconds
participant,p20230_i0_a93,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 93,milliseconds
participant,p20230_i0_a94,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 94,milliseconds
participant,p20230_i0_a95,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 95,milliseconds
participant,p20230_i0_a96,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 96,milliseconds
participant,p20230_i0_a97,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 97,milliseconds
participant,p20230_i0_a98,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 98,milliseconds
participant,p20230_i0_a99,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 99,milliseconds
participant,p20230_i0_a100,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 100,milliseconds
participant,p20230_i0_a101,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 101,milliseconds
participant,p20230_i0_a102,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 102,milliseconds
participant,p20230_i0_a103,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 103,milliseconds
participant,p20230_i0_a104,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 104,milliseconds
participant,p20230_i0_a105,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 105,milliseconds
participant,p20230_i0_a106,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 106,milliseconds
participant,p20230_i0_a107,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 107,milliseconds
participant,p20230_i0_a108,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 0 | Array 108,milliseconds
participant,p20230_i1_a0,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 0,milliseconds
participant,p20230_i1_a1,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 1,milliseconds
participant,p20230_i1_a2,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 2,milliseconds
participant,p20230_i1_a3,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 3,milliseconds
participant,p20230_i1_a4,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 4,milliseconds
participant,p20230_i1_a5,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 5,milliseconds
participant,p20230_i1_a6,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 6,milliseconds
participant,p20230_i1_a7,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 7,milliseconds
participant,p20230_i1_a8,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 8,milliseconds
participant,p20230_i1_a9,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 9,milliseconds
participant,p20230_i1_a10,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 10,milliseconds
participant,p20230_i1_a11,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 11,milliseconds
participant,p20230_i1_a12,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 12,milliseconds
participant,p20230_i1_a13,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 13,milliseconds
participant,p20230_i1_a14,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 14,milliseconds
participant,p20230_i1_a15,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 15,milliseconds
participant,p20230_i1_a16,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 16,milliseconds
participant,p20230_i1_a17,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 17,milliseconds
participant,p20230_i1_a18,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 18,milliseconds
participant,p20230_i1_a19,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 19,milliseconds
participant,p20230_i1_a20,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 20,milliseconds
participant,p20230_i1_a21,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 21,milliseconds
participant,p20230_i1_a22,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 22,milliseconds
participant,p20230_i1_a23,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 23,milliseconds
participant,p20230_i1_a24,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 24,milliseconds
participant,p20230_i1_a25,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 25,milliseconds
participant,p20230_i1_a26,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 26,milliseconds
participant,p20230_i1_a27,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 27,milliseconds
participant,p20230_i1_a28,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 28,milliseconds
participant,p20230_i1_a29,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 29,milliseconds
participant,p20230_i1_a30,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 30,milliseconds
participant,p20230_i1_a31,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 31,milliseconds
participant,p20230_i1_a32,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 32,milliseconds
participant,p20230_i1_a33,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 33,milliseconds
participant,p20230_i1_a34,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 34,milliseconds
participant,p20230_i1_a35,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 35,milliseconds
participant,p20230_i1_a36,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 36,milliseconds
participant,p20230_i1_a37,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 37,milliseconds
participant,p20230_i1_a38,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 38,milliseconds
participant,p20230_i1_a39,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 39,milliseconds
participant,p20230_i1_a40,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 40,milliseconds
participant,p20230_i1_a41,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 41,milliseconds
participant,p20230_i1_a42,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 42,milliseconds
participant,p20230_i1_a43,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 43,milliseconds
participant,p20230_i1_a44,integer,,,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20230,,,,Duration to entering symbol choice | Instance 1 | Array 44,milliseconds
